"locality"	"maximumDepthInMeters"	"minimumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"year"	"expedition"	"fieldNumber"	"taxonRank"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"previousIdentifications"	"lifeStage"	"taxonRemarks"	"eventRemarks"	"verbatimScientificName"
"Rijpfjorden"	35	35	"iopan.pl"	"cells/l"	"Peridinea"		2012	"PolarNight2012"	"Rijpfjorden_35m_2012-01-12"		"Occurrence"	7749.63855421687	2	0.012903827617300455	"l"	"present"	"verified"	83	321.61	50	1000	1	7.74963855421687	"Niskin bottle"	"phytoplankton"	"Peridinea cysts"	"cysts"			
"Rijpfjorden"	35	35	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. wulffii"	2012	"PolarNight2012"	"Rijpfjorden_35m_2012-01-12"	"species"	"Occurrence"	99044.2696629214	2	0.0010096495268260475	"l"	"present"	"verified"	89	4407.47	50	1000	1	99.0442696629214	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp.cf wulffii"		"cf wulffii"		
"Rijpfjorden"	35	35	"iopan.pl"	"cells/l"	"Dictyocha speculum"		2012	"PolarNight2012"	"Rijpfjorden_35m_2012-01-12"		"Occurrence"	49522.1348314607	1	0.0010096495268260475	"l"	"present"	"verified"	89	4407.47	50	1000	1	49.5221348314607	"Niskin bottle"	"phytoplankton"					
"Rijpfjorden"	35	35	"iopan.pl"	"cells/l"	"Pseudo-nitzschia"	"sp."	2012	"PolarNight2012"	"Rijpfjorden_35m_2012-01-12"	"species"	"Occurrence"	49522.1348314607	1	0.0010096495268260475	"l"	"present"	"verified"	89	4407.47	50	1000	1	49.5221348314607	"Niskin bottle"	"phytoplankton"					
"Rijpfjorden"	15	15	"iopan.pl"	"cells/l"	"Tripos arcticus"		2012	"PolarNight2012"	"Rijpfjorden_15m_2012-01-12"		"Occurrence"	3122.42718446602	1	0.016013183669662014	"l"	"present"	"verified"	103	321.61	50	1000	1	3.12242718446602	"Niskin bottle"	"phytoplankton"	"Neoceratium arcticum"				
"Sofiadypet"	5	5	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp. cf. angulata"	2012	"PolarNight2012"	"Sofiadypet_5m_2012-01-14"	"species"	"Occurrence"	5743.03571428571	2	0.017412393893224715	"l"	"present"	"verified"	112	321.61	50	1000	1	5.74303571428571	"Niskin bottle"	"phytoplankton"	"Thalassiosira sp.cf angulata"		"cf angulata"		
"Sofiadypet"	5	5	"iopan.pl"	"cells/l"	"Nitzschia"	"sp. 30-40"	2012	"PolarNight2012"	"Sofiadypet_5m_2012-01-14"	"species"	"Occurrence"	123573.925233645	3	0.0012138483075324392	"l"	"present"	"verified"	107	4407.47	50	1000	1	123.573925233645	"Niskin bottle"	"phytoplankton"	"Nitzschia sp.30-40"		"30-40"		
"Sofiadypet"	5	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. wulffii"	2012	"PolarNight2012"	"Sofiadypet_5m_2012-01-14"	"species"	"Occurrence"	82382.6168224299	2	0.0012138483075324392	"l"	"present"	"verified"	107	4407.47	50	1000	1	82.3826168224299	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp.cf wulffii"		"cf wulffii"		
"Sofiadypet"	5	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 10-20"	2012	"PolarNight2012"	"Sofiadypet_5m_2012-01-14"	"species"	"Occurrence"	82382.6168224299	2	0.0012138483075324392	"l"	"present"	"verified"	107	4407.47	50	1000	1	82.3826168224299	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp.10-20"		"10-20"		
"Sofiadypet"	5	5	"iopan.pl"	"cells/l"	"Pseudo-nitzschia pseudodelicatissima"		2012	"PolarNight2012"	"Sofiadypet_5m_2012-01-14"		"Occurrence"	82382.6168224299	2	0.0012138483075324392	"l"	"present"	"verified"	107	4407.47	50	1000	1	82.3826168224299	"Niskin bottle"	"phytoplankton"					"Pseudonitzschia pseudodelicatissima"
"Sofiadypet"	0		"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"		2012	"PolarNight2012"	"Sofiadypet_0m_2012-01-12"		"Occurrence"	3874.81927710843	1	0.012903827617300455	"l"	"present"	"verified"	83	321.61	50	1000	1	3.87481927710843	"Niskin bottle"	"phytoplankton"					
"Sofiadypet"	0		"iopan.pl"	"cells/l"	"Thalassiosira"	"sp. cf. angulata"	2012	"PolarNight2012"	"Sofiadypet_0m_2012-01-12"	"species"	"Occurrence"	3874.81927710843	1	0.012903827617300455	"l"	"present"	"verified"	83	321.61	50	1000	1	3.87481927710843	"Niskin bottle"	"phytoplankton"	"Thalassiosira sp.cf angulata"		"cf angulata"		
"Sofiadypet"	0		"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2012	"PolarNight2012"	"Sofiadypet_0m_2012-01-12"		"Occurrence"	46394.4210526316	1	0.0010777157870615114	"l"	"present"	"verified"	95	4407.47	50	1000	1	46.3944210526316	"Niskin bottle"	"phytoplankton"					
"Sofiadypet"	75	75	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp. 10-20"	2012	"PolarNight2012"	"Sofiadypet_75m_2012-01-14"	"species"	"Occurrence"	47392.1505376344	1	0.0010550270336496903	"l"	"present"	"verified"	93	4407.47	50	1000	1	47.3921505376344	"Niskin bottle"	"phytoplankton"	"Thalassiosira sp.10-20"		"10-20"		
"Rijpfjorden"	75	75	"iopan.pl"	"cells/l"	"Phalacroma rotundatum"		2012	"PolarNight2012"	"Rijpfjorden_75m_2012-01-12"		"Occurrence"	3421.3829787234	1	0.014613973446099313	"l"	"present"	"verified"	94	321.61	50	1000	1	3.4213829787234	"Niskin bottle"	"phytoplankton"	"Dinophysis rotundata"				
"Rijpfjorden"	75	75	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 10-20"	2012	"PolarNight2012"	"Rijpfjorden_75m_2012-01-12"	"species"	"Occurrence"	44519.898989899	1	0.0011230932938851542	"l"	"present"	"verified"	99	4407.47	50	1000	1	44.519898989899	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp.10-20"		"10-20"		
"Sofiadypet"	15	15	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	2012	"PolarNight2012"	"Sofiadypet_15m_2012-01-14"	"species"	"Occurrence"	7393.33333333333	2	0.013525698827772766	"l"	"present"	"verified"	87	321.61	50	1000	1	7.39333333333333	"Niskin bottle"	"phytoplankton"					
"Rijpfjorden"	0		"iopan.pl"	"cells/l"	"Gymnodinium wulffii"		2012	"PolarNight2012"	"Rijpfjorden_0m_2012-01-12"		"Occurrence"	39004.1592920354	1	0.0012819145677679029	"l"	"present"	"verified"	113	4407.47	50	1000	1	39.0041592920354	"Niskin bottle"	"phytoplankton"					
