"locality"	"magnification"	"identifiedBy"	"fi"	"fi_m"	"r_m"	"s_m2"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"year"	"expedition"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"taxonRank"	"organismRemarks"	"organismScope"	"foto"	"lifeStage"	"identificationRemarks"	"verbatimTaxon"	"occurrenceRemarks"
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-085"	"Flagellates"	"Occurrence"	15918.765550239235	2	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	159.187655502392	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-085"	"Flagellates"	"Occurrence"	7959.382775119618	1	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	79.5938277511962	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Fragilariopsis cylindrus"		2015	"N-ICE2015"	"IAT-085"		"Occurrence"	63675.06220095694	8	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	636.750622009569	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Gymnodinium"	"sp."	2015	"N-ICE2015"	"IAT-085"	"Gymnodinium sp. 10-20um"	"Occurrence"	39796.91387559809	5	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	397.969138755981	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Leegaardiella sol"		2015	"N-ICE2015"	"IAT-085"	"Leegardiella sol"	"Occurrence"	7959.382775119618	1	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	79.5938277511962	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"		2015	"N-ICE2015"	"IAT-085"		"Occurrence"	1848345.5555555555	50	0.00002705121877763357	"l"	"present"	"calculated"	45	16635.11	10	2000	2	18483.4555555556	"Niskin bottle"	"microplankton"		"Mesodinium rubrum symbiont"	"symbiont"					
"Floe3"	60	"AT"					"cells/l"	"Navicula transitans"		2015	"N-ICE2015"	"IAT-085"		"Occurrence"	7959.382775119618	1	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	79.5938277511962	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Nitzschia frigida"		2015	"N-ICE2015"	"IAT-085"		"Occurrence"	7959.382775119618	1	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	79.5938277511962	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Pyramimonas"	"sp."	2015	"N-ICE2015"	"IAT-085"		"Occurrence"	7959.382775119618	1	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	79.5938277511962	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Synedropsis hyperborea"		2015	"N-ICE2015"	"IAT-085"		"Occurrence"	7959.382775119618	1	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	79.5938277511962	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Thalassiosira"	"spp. gravida/antarctica"	2015	"N-ICE2015"	"IAT-085"	"Thalassiosira gravida/antarctica"	"Occurrence"	7959.382775119618	1	0.00012563788276723147	"l"	"present"	"calculated"	209	16635.11	10	2000	2	79.5938277511962	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Ceratoneis closterium"		2015	"N-ICE2015"	"IAT-086"		"Occurrence"	7846.75	1	0.00012744129735240705	"l"	"present"	"calculated"	212	16635.11	10	2520	2.52	78.4675	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-086"	"Flagellates"	"Occurrence"	15693.5	2	0.00012744129735240705	"l"	"present"	"calculated"	212	16635.11	10	2520	2.52	156.935	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Gymnodinium"	"sp."	2015	"N-ICE2015"	"IAT-086"	"Gymnodinium sp. 10-20um"	"Occurrence"	15693.5	2	0.00012744129735240705	"l"	"present"	"calculated"	212	16635.11	10	2520	2.52	156.935	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Gymnodinium"	"sp. cf. G.gracilentum"	2015	"N-ICE2015"	"IAT-086"		"Occurrence"	7846.75	1	0.00012744129735240705	"l"	"present"	"calculated"	212	16635.11	10	2520	2.52	78.4675	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"		2015	"N-ICE2015"	"IAT-086"		"Occurrence"	1848345.5555555555	50	0.00002705121877763357	"l"	"present"	"calculated"	45	16635.11	10	2520	2.52	18483.4555555556	"Niskin bottle"	"microplankton"		"Mesodinium rubrum symbiont"	"symbiont"					
"Floe3"	60	"AT"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-086"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	7846.75	1	0.00012744129735240705	"l"	"present"	"calculated"	212	16635.11	10	2520	2.52	78.4675	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Synedropsis hyperborea"		2015	"N-ICE2015"	"IAT-086"		"Occurrence"	7846.75	1	0.00012744129735240705	"l"	"present"	"calculated"	212	16635.11	10	2520	2.52	78.4675	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Cryptomonas"	"sp."	2015	"N-ICE2015"	"IAT-087"		"Occurrence"	29973.17117117118	2	0.00006672633965149612	"l"	"present"	"calculated"	111	16635.11	10	2400	2.4	299.731711711712	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-087"	"Flagellates"	"Occurrence"	29973.17117117118	2	0.00006672633965149612	"l"	"present"	"calculated"	111	16635.11	10	2400	2.4	299.731711711712	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-087"	"Flagellates"	"Occurrence"	74932.92792792796	5	0.00006672633965149612	"l"	"present"	"calculated"	111	16635.11	10	2400	2.4	749.329279279279	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-087"	"Flagellates"	"Occurrence"	29973.17117117118	2	0.00006672633965149612	"l"	"present"	"calculated"	111	16635.11	10	2400	2.4	299.731711711712	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Gymnodinium galeatum"		2015	"N-ICE2015"	"IAT-087"		"Occurrence"	14986.58558558559	1	0.00006672633965149612	"l"	"present"	"calculated"	111	16635.11	10	2400	2.4	149.865855855856	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Gymnodinium"	"sp."	2015	"N-ICE2015"	"IAT-087"	"Gymnodinium sp. 10-20um"	"Occurrence"	44959.75675675677	3	0.00006672633965149612	"l"	"present"	"calculated"	111	16635.11	10	2400	2.4	449.597567567568	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"		2015	"N-ICE2015"	"IAT-087"		"Occurrence"	749329.2792792795	50	0.00006672633965149612	"l"	"present"	"calculated"	111	16635.11	10	2400	2.4	7493.29279279279	"Niskin bottle"	"microplankton"		"Mesodinium rubrum symbiont"	"symbiont"					
"Floe3"	60	"AT"					"cells/l"	"Nitzschia frigida"		2015	"N-ICE2015"	"IAT-087"		"Occurrence"	14986.58558558559	1	0.00006672633965149612	"l"	"present"	"calculated"	111	16635.11	10	2400	2.4	149.865855855856	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Chaetoceros"	"sp."	2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Dinobryon"	"sp. statocysts"	2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Ceratoneis closterium"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	31093.66355140187	2	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	310.936635514019	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Dinobryon faculiferum"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Dinophyceae"	"indet."	2015	"N-ICE2015"	"IAT-213"	"Dinophycean"	"Occurrence"	77734.15887850468	5	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	777.341588785047	"Niskin bottle"	"microplankton"				"+"	"cyst"			
"Floe3"	60	"AT"					"cells/l"	"Entomoneis paludosa"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-213"	"Flagellates"	"Occurrence"	31093.66355140187	2	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	310.936635514019	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-213"	"Flagellates"	"Occurrence"	155468.31775700935	10	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	1554.68317757009	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Fossula arctica"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	31093.66355140187	2	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	310.936635514019	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Fragilariopsis cylindrus"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	2446339.7058823532	50	0.000020438698631989807	"l"	"present"	"calculated"	34	16635.11	10	1760	1.76	24463.3970588235	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Fragilariopsis oceanica"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Gymnodinium"	"sp. cf. G.gracilentum"	2015	"N-ICE2015"	"IAT-213"		"Occurrence"	46640.495327102806	3	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	466.404953271028	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Hantzschia weyprechtii"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	202108.81308411216	13	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	2021.08813084112	"Niskin bottle"	"microplankton"		"Mesodinium rubrum symbiont"	"symbiont"					
"Floe3"	60	"AT"					"cells/l"	"Navicula directa"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Navicula kariana"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Navicula transitans"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	528592.2803738317	34	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	5285.92280373832	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Nitzschia arctica"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Nitzschia frigida"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	1052855.0632911392	50	0.00004748991740962338	"l"	"present"	"calculated"	79	16635.11	10	1760	1.76	10528.5506329114	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Nitzschia"	"sp."	2015	"N-ICE2015"	"IAT-213"	"Nitzschia sp. <20um"	"Occurrence"	46640.495327102806	3	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	466.404953271028	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Pennales"	"indet."	2015	"N-ICE2015"	"IAT-213"	"Pennales indet. <10um"	"Occurrence"	46640.495327102806	3	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	466.404953271028	"Niskin bottle"	"microplankton"				"+"				
"Floe3"	60	"AT"					"cells/l"	"Porosira glacialis"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	62187.32710280374	4	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	621.873271028037	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-213"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	466404.95327102806	30	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	4664.04953271028	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Synedropsis hyperborea"		2015	"N-ICE2015"	"IAT-213"		"Occurrence"	93280.99065420561	6	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	932.809906542056	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Thalassiosira"	"sp."	2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Thalassiosira"	"sp. cf. T. weissflogii"	2015	"N-ICE2015"	"IAT-213"		"Occurrence"	15546.831775700935	1	0.00006432178687126205	"l"	"present"	"calculated"	107	16635.11	10	1760	1.76	155.468317757009	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Dinobryon"	"sp. statocysts"	2015	"N-ICE2015"	"IAT-212"		"Occurrence"	69635.34418604652	9	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	696.353441860465	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Coccolithales"	"indet."	2015	"N-ICE2015"	"IAT-212"		"Occurrence"	7737.26046511628	1	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	77.3726046511628	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Cryptomonas"	"sp."	2015	"N-ICE2015"	"IAT-212"		"Occurrence"	15474.52093023256	2	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	154.745209302326	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Ceratoneis closterium"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	38686.3023255814	5	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	386.863023255814	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Dinophyceae"	"indet."	2015	"N-ICE2015"	"IAT-212"	"Dinophycean"	"Occurrence"	69635.34418604652	9	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	696.353441860465	"Niskin bottle"	"microplankton"				"+"	"cyst"			
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-212"	"Flagellates"	"Occurrence"	23211.78139534884	3	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	232.117813953488	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-212"	"Flagellates"	"Occurrence"	15474.52093023256	2	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	154.745209302326	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Fragilariopsis cylindrus"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	332702.20000000007	43	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	3327.022	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Gymnodinium"	"sp."	2015	"N-ICE2015"	"IAT-212"	"Gymnodinium sp. 10-20um"	"Occurrence"	23211.78139534884	3	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	232.117813953488	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Gymnodinium"	"sp. cf. G.gracilentum"	2015	"N-ICE2015"	"IAT-212"		"Occurrence"	15474.52093023256	2	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	154.745209302326	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	232117.8139534884	30	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	2321.17813953488	"Niskin bottle"	"microplankton"		"Mesodinium rubrum symbiont"	"symbiont"					
"Floe3"	60	"AT"					"cells/l"	"Navicula transitans"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	7737.26046511628	1	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	77.3726046511628	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Navicula vanhoeffenii"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	7737.26046511628	1	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	77.3726046511628	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Nitzschia frigida"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	30949.04186046512	4	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	309.490418604651	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Nitzschia"	"sp."	2015	"N-ICE2015"	"IAT-212"	"Nitzschia sp. <20um"	"Occurrence"	23211.78139534884	3	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	232.117813953488	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Polarella glacialis"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	30949.04186046512	4	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	309.490418604651	"Niskin bottle"	"microplankton"				"+"				
"Floe3"	60	"AT"					"cells/l"	"Porosira glacialis"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	38686.3023255814	5	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	386.863023255814	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudodelicatissima"	2015	"N-ICE2015"	"IAT-212"	"Pseudo-nitzschia delicatissima/pseudodelicatissima"	"Occurrence"	30949.04186046512	4	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	309.490418604651	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Synedropsis hyperborea"		2015	"N-ICE2015"	"IAT-212"		"Occurrence"	38686.3023255814	5	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	386.863023255814	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Thalassiosira"	"spp. gravida/antarctica"	2015	"N-ICE2015"	"IAT-212"	"Thalassiosira gravida/antarctica"	"Occurrence"	46423.56279069768	6	0.0001292447119375826	"l"	"present"	"calculated"	215	16635.11	10	2420	2.42	464.235627906977	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Dinobryon"	"sp. statocysts"	2015	"N-ICE2015"	"IAT-214"		"Occurrence"	66540.44	6	0.00009017072925877857	"l"	"present"	"calculated"	150	16635.11	10	2660	2.66	665.4044	"Niskin bottle"	"microplankton"	"species"							
"Floe3"	60	"AT"					"cells/l"	"Ceratoneis closterium"		2015	"N-ICE2015"	"IAT-214"		"Occurrence"	22180.146666666667	2	0.00009017072925877857	"l"	"present"	"calculated"	150	16635.11	10	2660	2.66	221.801466666667	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-214"	"Flagellates"	"Occurrence"	33270.22	3	0.00009017072925877857	"l"	"present"	"calculated"	150	16635.11	10	2660	2.66	332.7022	"Niskin bottle"	"microplankton"								
"Floe3"	60	"AT"					"cells/l"	"Eukaryota incertae sedis"	"indet."	2015	"N-ICE2015"	"IAT-214"	"Flagellates"	"Occurrence"	66540.44	6	0.00009017072925877857	"l"	"present"	"calculated"	150	16635.11	10	2660	2.66	665.4044	"Niskin bottle"	"microplankton"								
