"maximumDepthInMeters"	"magnification"	"identifiedBy"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"year"	"expedition"	"locationID"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationRemarks"	"taxonRank"	"minimumDepthInMeters"	"occurrenceRemarks"	"lifeStage"	"verbatimTaxon"	"organismRemarks"
25	40	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	2010	"Alkekonge2010"	"HG-IV"	"ALK10-18"		"Occurrence"	356.88016194332	1	0.0028020610463599296	"l"	"present"	"verified"	247	4407.47	50	1000	1	17.844008097166	"Niskin bottle"	"phytoplankton"	"sp. cf. G.gracilientum"	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. parvum (GG6)"	2010	"Alkekonge2010"	"HG-IV"	"ALK10-18"		"Occurrence"	713.76032388664	2	0.0028020610463599296	"l"	"present"	"verified"	247	4407.47	50	1000	1	35.688016194332	"Niskin bottle"	"phytoplankton"	"sp. cf. G. parvum (GG6)"	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 1"	2010	"Alkekonge2010"	"HG-IV"	"ALK10-18"		"Occurrence"	713.76032388664	2	0.0028020610463599296	"l"	"present"	"verified"	247	4407.47	50	1000	1	35.688016194332	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-18"		"Occurrence"	713.76032388664	2	0.0028020610463599296	"l"	"present"	"verified"	247	4407.47	50	1000	1	35.688016194332	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Leegaardiella sol"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-18"		"Occurrence"	356.88016194332	1	0.0028020610463599296	"l"	"present"	"verified"	247	4407.47	50	1000	1	17.844008097166	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Leucocryptos marina"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-18"		"Occurrence"	1070.64048582996	3	0.0028020610463599296	"l"	"present"	"verified"	247	4407.47	50	1000	1	53.532024291498	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Commation cryoporinum"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-18"		"Occurrence"	356.88016194332	1	0.0028020610463599296	"l"	"present"	"verified"	247	4407.47	50	1000	1	17.844008097166	"Niskin bottle"	"phytoplankton"	"sp. cf cryoporinum"		25				
50	10	"iopan.pl"	"cells/l"	"Didinium"	"sp."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-19"		"Occurrence"	440.561643835617	1	0.002269829918223936	"l"	"present"	"verified"	73	321.61	10	1000	1	4.40561643835617	"Niskin bottle"	"phytoplankton"	"sp."	"species"	50				
50	10	"iopan.pl"	"cells/l"	"Eucampia groenlandica"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-19"		"Occurrence"	440.561643835617	1	0.002269829918223936	"l"	"present"	"verified"	73	321.61	10	1000	1	4.40561643835617	"Niskin bottle"	"phytoplankton"			50				
50	10	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-19"	"Gyrodinium sp. 20-30um"	"Occurrence"	440.561643835617	1	0.002269829918223936	"l"	"present"	"verified"	73	321.61	10	1000	1	4.40561643835617	"Niskin bottle"	"phytoplankton"	"sp. 20-30um"	"species"	50				
50	10	"iopan.pl"	"cells/l"	"Gyrodinium spirale"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-19"		"Occurrence"	846.342105263158	2	0.0023631105997947827	"l"	"present"	"verified"	76	321.61	10	1000	1	8.46342105263158	"Niskin bottle"	"phytoplankton"			50				
50	10	"iopan.pl"	"cells/l"	"Pronoctiluca pelagica"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-19"		"Occurrence"	440.561643835617	1	0.002269829918223936	"l"	"present"	"verified"	73	321.61	10	1000	1	4.40561643835617	"Niskin bottle"	"phytoplankton"			50				
50	40	"iopan.pl"	"cells/l"	"Uronema marinum"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-19"		"Occurrence"	12075.2602739726	2	0.00016562789990629546	"l"	"present"	"verified"	73	4407.47	10	1000	1	120.752602739726	"Niskin bottle"	"phytoplankton"			50				
100	10	"iopan.pl"	"cells/l"	"Strombidium"	"sp."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-20"		"Occurrence"	765.738095238095	2	0.002611859083983707	"l"	"present"	"verified"	84	321.61	10	1000	1	7.65738095238095	"Niskin bottle"	"phytoplankton"	"sp."	"species"	100				
35	10	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-27"		"Occurrence"	8.04025	3	0.37312272628338666	"l"	"present"	"verified"	75	321.61	10	200	32	12.8644	"Niskin bottle"	"microplankton"			35				
35	10	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-27"	"Gyrodinium sp. 20-30um"	"Occurrence"	2.68008333333333	1	0.37312272628338666	"l"	"present"	"verified"	75	321.61	10	200	32	4.28813333333333	"Niskin bottle"	"microplankton"	"sp. 20-30um"	"species"	35				
35	10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-27"		"Occurrence"	2.68008333333333	1	0.37312272628338666	"l"	"present"	"verified"	75	321.61	10	200	32	4.28813333333333	"Niskin bottle"	"microplankton"			35				
35	10	"iopan.pl"	"cells/l"	"Parafavella obtusangula"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-27"		"Occurrence"	2.68008333333333	1	0.37312272628338666	"l"	"present"	"verified"	75	321.61	10	200	32	4.28813333333333	"Niskin bottle"	"microplankton"			35				
35	10	"iopan.pl"	"cells/l"	"Pronoctiluca pelagica"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-27"		"Occurrence"	2.68008333333333	1	0.37312272628338666	"l"	"present"	"verified"	75	321.61	10	200	32	4.28813333333333	"Niskin bottle"	"microplankton"			35				
20	10	"iopan.pl"	"cells/l"	"Chaetoceros"	"sp."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"sp."	"species"	20	"20-0"			
20	40	"iopan.pl"	"cells/l"	"Alexandrium"	"sp. cf. A. tamarense"	2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"sp. cf a.tamarense"	"species"	20	"20-0"			
20	10	"iopan.pl"	"cells/l"	"Dinophysis norvegica"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"			20	"20-0"			
20	10	"iopan.pl"	"cells/l"	"Dinophysis contracta"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"Old Dinophysis rotundata"		20	"20-0"			
20	10	"iopan.pl"	"cells/l"	"Tripos arcticus"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"	"Neoceratium arcticum"	"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"old Ceratium arcticum"		20	"20-0"			
20	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 13"	2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"sp. 13"	"species"	20	"20-0"			
20	40	"iopan.pl"	"cells/l"	"Gymnodiniales"	"indet."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"	"Gymnodiniales indet. 20-30um"	"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"20-30um"		20	"20-0"			
20	40	"iopan.pl"	"cells/l"	"Gymnodiniales"	"indet."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"	"Gymnodiniales indet. 30-40um"	"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"30-40um"		20	"20-0"			
20	40	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"			20	"20-0"			
20	10	"iopan.pl"	"cells/l"	"Protoperidinium cerasus"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"			20	"20-0"			
20	40	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"sp."	"species"	20	"20-0"			
20	10	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"			20	"20-0"			
20	10	"iopan.pl"	"cells/l"	"Strombidiidae"	"indet."	2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"	"Strombididae"	"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	"cyst"		20	"20-0"	"cyst"		
20	10	"iopan.pl"	"cells/l"	"Parafavella obtusangula"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"			20	"20-0"			
20	10	"iopan.pl"	"cells/l"	"Ptychocylis obtusa"		2010	"Alkekonge2010"	"HG-IV"	"ALK10-38"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"			20	"20-0"			
5	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 13"	2010	"Alkekonge2010"	"KB0"	"ALK10-58"		"Occurrence"	2074.90322580645	8	0.0038556015049283293	"l"	"present"	"verified"	124	321.61	10	1000	1	20.7490322580645	"Niskin bottle"	"phytoplankton"	"sp. 13"	"species"	5				
10	10	"iopan.pl"	"cells/l"	"Ceratoneis closterium"		2010	"Alkekonge2010"	"KB0"	"ALK10-59"		"Occurrence"	367.554285714286	4	0.010882746183265445	"l"	"present"	"verified"	70	321.61	50	1000	1	18.3777142857143	"Niskin bottle"	"phytoplankton"	"old Cylindrotheca closterium"		10				
10	10	"iopan.pl"	"cells/l"	"Gyrodinium spirale"		2010	"Alkekonge2010"	"KB0"	"ALK10-59"		"Occurrence"	91.8885714285714	1	0.010882746183265445	"l"	"present"	"verified"	70	321.61	50	1000	1	4.59442857142857	"Niskin bottle"	"phytoplankton"			10				
10	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 1"	2010	"Alkekonge2010"	"KB0"	"ALK10-59"		"Occurrence"	91.8885714285714	1	0.010882746183265445	"l"	"present"	"verified"	70	321.61	50	1000	1	4.59442857142857	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"	10				
10	10	"iopan.pl"	"cells/l"	"Gymnodiniales"	"indet."	2010	"Alkekonge2010"	"KB0"	"ALK10-59"	"Gymnodiniales indet. 30-40um"	"Occurrence"	367.554285714286	4	0.010882746183265445	"l"	"present"	"verified"	70	321.61	50	1000	1	18.3777142857143	"Niskin bottle"	"phytoplankton"	"30-40um"		10				
10	10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"		2010	"Alkekonge2010"	"KB0"	"ALK10-59"		"Occurrence"	91.8885714285714	1	0.010882746183265445	"l"	"present"	"verified"	70	321.61	50	1000	1	4.59442857142857	"Niskin bottle"	"phytoplankton"			10				
10	10	"iopan.pl"	"cells/l"	"Tintinnopsis"		2010	"Alkekonge2010"	"KB0"	"ALK10-59"	"Tintinnopsis aglutinated sp. 1"	"Occurrence"	91.8885714285714	1	0.010882746183265445	"l"	"present"	"verified"	70	321.61	50	1000	1	4.59442857142857	"Niskin bottle"	"phytoplankton"	"sp. 1"		10		"aglutinated sp. 1"		
10	10	"iopan.pl"	"cells/l"	"Strombidiidae"	"indet."	2010	"Alkekonge2010"	"KB0"	"ALK10-59"	"Strombididae"	"Occurrence"	91.8885714285714	1	0.010882746183265445	"l"	"present"	"verified"	70	321.61	50	1000	1	4.59442857142857	"Niskin bottle"	"phytoplankton"	"cyst"		10		"cyst"		
25	40	"iopan.pl"	"cells/l"	"Chlorophyceae"	"indet."	2010	"Alkekonge2010"	"KB0"	"ALK10-61"	"Chlorophyceae non det."	"Occurrence"	21556.1851528384	56	0.002597862265653538	"l"	"present"	"verified"	229	4407.47	50	1000	1	1077.80925764192	"Niskin bottle"	"phytoplankton"	"„słoneczko”"		25				
25	40	"iopan.pl"	"cells/l"	"Ciliophora"	"indet."	2010	"Alkekonge2010"	"KB0"	"ALK10-61"	"Ciliophora non det"	"Occurrence"	243.506629834254	1	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	12.1753314917127	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	243.506629834254	1	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	12.1753314917127	"Niskin bottle"	"phytoplankton"	"sp."	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Ceratoneis closterium"		2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	243.506629834254	1	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	12.1753314917127	"Niskin bottle"	"phytoplankton"	"old Cylindrotheca closterium"		25				
25	40	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB0"	"ALK10-61"	"Flagellatae"	"Occurrence"	730.519889502762	3	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	36.5259944751381	"Niskin bottle"	"phytoplankton"	"3-7um"		25				
25	40	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		2010	"Alkekonge2010"	"KB0"	"ALK10-61"	"Flagellatae"	"Occurrence"	487.013259668508	2	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	24.3506629834254	"Niskin bottle"	"phytoplankton"	">7um"		25				
25	40	"iopan.pl"	"cells/l"	"Amphidinium"	"sp."	2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	243.506629834254	1	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	12.1753314917127	"Niskin bottle"	"phytoplankton"	"sp."	"species"	25				
25	10	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"		2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	86.9216216216216	1	0.011504617393737756	"l"	"present"	"verified"	74	321.61	50	1000	1	4.34608108108108	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	974.026519337017	4	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	48.7013259668508	"Niskin bottle"	"phytoplankton"			25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	1461.03977900552	6	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	73.0519889502762	"Niskin bottle"	"phytoplankton"	"sp. cf g. gracilentum"	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. parvum (GG6)"	2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	5113.63922651934	21	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	255.681961325967	"Niskin bottle"	"phytoplankton"	"sp. cf. G. parvum (GG6)"	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. wulffii"	2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	1704.54640883978	7	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	85.227320441989	"Niskin bottle"	"phytoplankton"	"sp. cf. G.wulfii"	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp. cf. G. pepo"	2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	487.013259668508	2	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	24.3506629834254	"Niskin bottle"	"phytoplankton"	"sp. cf. pepo"	"species"	25				
25	40	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 1"	2010	"Alkekonge2010"	"KB0"	"ALK10-61"		"Occurrence"	243.506629834254	1	0.004106664367539654	"l"	"present"	"verified"	362	4407.47	50	1000	1	12.1753314917127	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"	25				
