"maximumDepthInMeters"	"magnification"	"Calculated_volume__m3_for_a_cell"	"Calculated_Carbon_pg_counting_unit_____Menden_Deuer__Lessard_2000"	"Calculated_volume__m3_cells_in_1000ml"	"Calculated_Carbon_pg_counting_unit_2____Menden_Deuer__Lessard_2000"	"mg"	"kto"	"minimumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"taxonRank"	"previousIdentifications"	"occurrenceRemarks"	"sp"	"verbatimTaxon"	"organismRemarks"	"lifeStage"
20	10							20	"iopan.pl"	"cells/l"	"Leegaardiella sol"	2012	"ICE2012"	"R5"	"ICE12-67"	"Occurrence"	21.3077651515152	1	0.4693124750011111	"l"	"present"	"verified"	66	450.02	10	100	32	6.81848484848485	"Niskin bottle"	"microplankton"				"20-0"				
20	10							20	"iopan.pl"	"cells/l"	"Protoperidinium brevipes"	2012	"ICE2012"	"R5"	"ICE12-67"	"Occurrence"	63.9232954545455	3	0.4693124750011111	"l"	"present"	"verified"	66	450.02	10	100	32	20.4554545454545	"Niskin bottle"	"microplankton"				"20-0"				
20	10							20	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2012	"ICE2012"	"R5"	"ICE12-67"	"Occurrence"	21.3077651515152	1	0.4693124750011111	"l"	"present"	"verified"	66	450.02	10	100	32	6.81848484848485	"Niskin bottle"	"microplankton"				"20-0"				
20	10							20	"iopan.pl"	"cells/l"	"Ptychocylis obtusa"	2012	"ICE2012"	"R5"	"ICE12-67"	"Occurrence"	21.3077651515152	1	0.4693124750011111	"l"	"present"	"verified"	66	450.02	10	100	32	6.81848484848485	"Niskin bottle"	"microplankton"				"20-0"				
25	10							25	"iopan.pl"	"cells/l"	"Polarella glacialis"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	131.841796875	12	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	42.189375	"Niskin bottle"	"microplankton"								
25	10	9875.67730751333	500.01868788835	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Thalassiosira antarctica var. borealis"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	351.578125	32	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	112.505	"Niskin bottle"	"microplankton"		"variety"						
25	10	88937.2291666667	"#REF!"	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	65.9208984375	6	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	21.0946875	"Niskin bottle"	"microplankton"								
25	10	772.770766204444	111.258536734476	34000	3880	"#REF!"		25	"iopan.pl"	"cells/l"	"Coccolithales"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	43.947265625	4	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	14.063125	"Niskin bottle"	"microplankton"			"Coccolithales n.det"					
25	10	1471.6590177942	203.715797376597	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	87.89453125	8	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	28.12625	"Niskin bottle"	"microplankton"								
25	10	13739.5967519106	"#REF!"	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Tintinnopsis"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	21.9736328125	2	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	7.0315625	"Niskin bottle"	"microplankton"	"sp."	"species"						
25	10	25195.7525	2932.91932677502	830000	78100	0.0781		25	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	32.96044921875	3	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	10.54734375	"Niskin bottle"	"microplankton"								
25	10	2319.42621704692	312.281386319977	204000	20900	0.020889415096404	"AT"	25	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	87.89453125	8	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	28.12625	"Niskin bottle"	"microplankton"								
25	10	41945.003125	4733.15239843559	461000	44900	0.0449		25	"iopan.pl"	"cells/l"	"Dinophysis norvegica"	2012	"ICE2012"	"R5"	"ICE12-66"	"Occurrence"	10.98681640625	1	0.9101817696991246	"l"	"present"	"verified"	128	450.02	10	100	32	3.51578125	"Niskin bottle"	"microplankton"								
10	60	226.753442793636	35.1818646558448	15600000	1220000	1.22		10	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	68652.8349206349	39	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	3432.64174603175	"Niskin bottle"	"phytoplankton"	"incertae sedis"				"3-7um"	"Flagellatae"	"flagellate"	
10	60	165.155214797103	26.1248985439009	"#REF!"	"#REF!"	"#REF!"		10	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	1760.3291005291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"								
10	60	117.23484375	18.936425380426	"#REF!"	"#REF!"	"#REF!"		10	"iopan.pl"	"cells/l"	"Cryptomonas"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	35206.582010582	20	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	1760.3291005291	"Niskin bottle"	"phytoplankton"								
10	60	389.736508806867	58.5043023873053	"#REF!"	"#REF!"	"#REF!"		10	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	22884.2783068783	13	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	1144.21391534392	"Niskin bottle"	"phytoplankton"	"cf. gracilentum"		"Gymnodinium cf gracilentum"					
10	60	52.60425672	8.92261934298215	"#REF!"	"#REF!"	"#REF!"		10	"iopan.pl"	"cells/l"	"Monosiga marina"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	5280.9873015873	3	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	264.049365079365	"Niskin bottle"	"phytoplankton"								
10	60	140.84669745119	22.4971172914117	"#REF!"	"#REF!"	"#REF!"		10	"iopan.pl"	"cells/l"	"Leucocryptos marina"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	3520.6582010582	2	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	176.03291005291	"Niskin bottle"	"phytoplankton"								
10	60	72.482484375	12.0562599785516	"#REF!"	"#REF!"	"#REF!"		10	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	8801.6455026455	5	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	440.082275132275	"Niskin bottle"	"phytoplankton"	"sp."	"species"			"5-10um"			
10	60	772.770766204444	111.258536734476	4080000	348000	"#REF!"		10	"iopan.pl"	"cells/l"	"Coccolithales"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	5280.9873015873	3	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	264.049365079365	"Niskin bottle"	"phytoplankton"			"Coccolithales n.det"					
10	60	750.362004332862	108.226363252378	"#REF!"	"#REF!"	"#REF!"		10	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	22884.2783068783	13	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	1144.21391534392	"Niskin bottle"	"phytoplankton"	"sp."	"species"			"10-20um"			
10	60	30.3533333333333	5.30154140228938	53400	5940	0.00594		10	"iopan.pl"	"cells/l"	"Dinobryon"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	1760.3291005291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
10	60	382.9857595725	57.5522407246989	7420000	610000	0.61		10	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	19363.6201058201	11	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	968.181005291005	"Niskin bottle"	"phytoplankton"	"incertae sedis"				"7-10um"	"Flagellatae"	"flagellate"	
10	60	65.4166666666667	10.9492700895131	"#REF!"	"#REF!"	"#REF!"		10	"iopan.pl"	"cells/l"	"Phaeocystis pouchetii"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	1760.3291005291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"								
10	60	10603.31	1301.2	18700000	1450000	1.45	"AT"	10	"iopan.pl"	"cells/l"	"Alexandrium"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	1760.3291005291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
10	60	1344.40719317812	187.130336328795	9470000	768000	70		10	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R5"	"ICE12-38"	"Occurrence"	7041.3164021164	4	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	352.06582010582	"Niskin bottle"	"phytoplankton"	"cf. arcticum"		"Gymnodinium cf arcticum"					
25	60	65.4166666666667	10.9492700895131	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Phaeocystis pouchetii"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	24087.0371040724	16	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	1204.35185520362	"Niskin bottle"	"phytoplankton"								
25	60	1344.40719317812	187.130336328795	28300000	2150000	"#REF!"		25	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	21076.1574660633	14	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	1053.80787330317	"Niskin bottle"	"phytoplankton"	"cf. arcticum"		"Gymnodinium cf arcticum"					
25	60	382.9857595725	57.5522407246989	6340000	527000	0.527		25	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	16559.8380090498	11	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	827.991900452489	"Niskin bottle"	"phytoplankton"	"incertae sedis"				"7-10um"	"Flagellatae"	"flagellate"	
25	60	117.23484375	18.936425380426	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Cryptomonas"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	39141.4352941176	26	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	1957.07176470588	"Niskin bottle"	"phytoplankton"								
25	60	389.736508806867	58.5043023873053	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	48174.0742081448	32	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	2408.70371040724	"Niskin bottle"	"phytoplankton"	"cf. gracilentum"		"Gymnodinium cf gracilentum"					
25	60	303.350822675676	46.238131143831	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Pyramimonas"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	6021.7592760181	4	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	301.087963800905	"Niskin bottle"	"phytoplankton"								
25	60	226.753442793636	35.1818646558448	10200000	826000	0.826		25	"iopan.pl"	"cells/l"	"Eukaryota"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	45163.1945701358	30	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	2258.15972850679	"Niskin bottle"	"phytoplankton"	"incertae sedis"				"3-7um"	"Flagellatae"	"flagellate"	
25	60	1604.67133918733	220.958796171788	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	3010.87963800905	2	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	150.543981900453	"Niskin bottle"	"phytoplankton"	"sp."	"species"			"3-7um"			
25	60	1298.99552432857	181.188795924253	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Strombidium"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
25	60	2317.29915152517	"#REF!"	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Gymnodinium wulffii"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	24087.0371040724	16	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	1204.35185520362	"Niskin bottle"	"phytoplankton"								
25	60	165.155214797103	26.1248985439009	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	9032.63891402715	6	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	451.631945701358	"Niskin bottle"	"phytoplankton"								
25	60	30.3533333333333	5.30154140228938	45700	5130	0.00513		25	"iopan.pl"	"cells/l"	"Dinobryon"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
25	60	1218.182625	170.583764974517	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Prorocentrum"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	9032.63891402715	6	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	451.631945701358	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
25	60							25	"iopan.pl"	"cells/l"	"Tintinnopsis"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	3010.87963800905	2	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	150.543981900453	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
25	60	272.69	41.8360822886599	411000	40300	0.0403		25	"iopan.pl"	"cells/l"	"Chrysochromulina"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	1505.43981900453	1	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	75.2719909502263	"Niskin bottle"	"phytoplankton"	"sp."	"species"						
25	60	750.362004332862	108.226363252378	"#REF!"	"#REF!"	"#REF!"		25	"iopan.pl"	"cells/l"	"Gymnodinium"	2012	"ICE2012"	"R5"	"ICE12-39"	"Occurrence"	6021.7592760181	4	0.0006642577055396688	"l"	"present"	"verified"	221	16635.11	50	1000	1	301.087963800905	"Niskin bottle"	"phytoplankton"	"sp."	"species"			"10-20um"			
50	60	772.770766204444	111.258536734476	3370000	291000	"#REF!"		50	"iopan.pl"	"cells/l"	"Coccolithales"	2012	"ICE2012"	"R5"	"ICE12-40"	"Occurrence"	4358.54410480349	3	0.0006883032333420097	"l"	"present"	"verified"	229	16635.11	50	1000	1	217.927205240175	"Niskin bottle"	"phytoplankton"			"Coccolithales n.det"					
50	60	117.23484375	18.936425380426	"#REF!"	"#REF!"	"#REF!"		50	"iopan.pl"	"cells/l"	"Cryptomonas"	2012	"ICE2012"	"R5"	"ICE12-40"	"Occurrence"	11622.784279476	8	0.0006883032333420097	"l"	"present"	"verified"	229	16635.11	50	1000	1	581.139213973799	"Niskin bottle"	"phytoplankton"								
